"Korporat Code","Material Type","General Subcategory","Component FG/Korporat Code","Component FG/Material Type","Component FG/General Subcategory","Component REFILL/Korporat Code"
"STIC-BPTMLC9R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC10R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC10R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC11R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC11R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC12R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC12R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLE1R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLE2R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLE4R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLE3R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMSE10R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMSE20R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMSE30R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMSE40R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMSE50R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMSE60R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPUGHR0-MOSCD","Packaging Material","Regular","","","",""
"STIC-BTPVLS1R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPVLS2R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPVLS3R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPVLS4R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPVLS5R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPVLS6R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPVLS7R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPVLS8R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HC21-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HC31-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HC41-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HC51-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HC62-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HN10-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HN20-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HN30-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HN40-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HN50-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW12-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW21-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW22-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW30-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW32-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW33-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW41-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW42-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW50-MO","Packaging Material","Regular","","","",""
"STIC-BPWLF24HW60-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFC31R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFC41R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFC51R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFW12R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFW21R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFW32R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFW50R0-MO","Packaging Material","Regular","","","",""
"STIC-BPWLFW60R0-MO","Packaging Material","Regular","","","",""
"STIC-BOTPHCPR0-MOPPT","Packaging Material","Regular","","","",""
"STIC-BQLP11R0-IP","Packaging Material","Regular","","","",""
"STIC-BQLP22R0-IP","Packaging Material","Regular","","","",""
"STIC-BQLP32R0-IP","Packaging Material","Regular","","","",""
"STIC-BQLP33R0-IP","Packaging Material","Regular","","","",""
"STIC-BQLP43R0-IP","Packaging Material","Regular","","","",""
"STIC-BQLP52R0-IP","Packaging Material","Regular","","","",""
"STIC-BRCPGC11CR1-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC11CR0-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC22NR1-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC22NR0-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC23WR1-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC23WR0-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC32NR1-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC32NR0-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC33WR0-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC42NR0-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC43WR0-W","Packaging Material","Regular","","","",""
"STIC-BRCPGC52NR0-W","Packaging Material","Regular","","","",""
"STIC-BREFCC1R0-W","Packaging Material","Regular","","","",""
"STIC-BREFCC2R0-W","Packaging Material","Regular","","","",""
"STIC-BREFCC3R0-W","Packaging Material","Regular","","","",""
"STIC-BREFCC4R0-W","Packaging Material","Regular","","","",""
"STIC-BTRIPF1R0-WIP","Packaging Material","Regular","","","",""
"STIC-BTRIPF2R0-WIP","Packaging Material","Regular","","","",""
"STIC-BTRIPF3R0-WIP","Packaging Material","Regular","","","",""
"STIC-BTRIPF4R0-WIP","Packaging Material","Regular","","","",""
"STIC-BRMFPFR11R0-IP","Packaging Material","Regular","","","",""
"STIC-BRMFPFR22R0-IP","Packaging Material","Regular","","","",""
"STIC-BRMFPFR32R0-IP","Packaging Material","Regular","","","",""
"STIC-BRMFPFR33R0-IP","Packaging Material","Regular","","","",""
"STIC-BRMFPFR43R0-IP","Packaging Material","Regular","","","",""
"STIC-BRMFPFR52R0-IP","Packaging Material","Regular","","","",""
"STIC-BRPDMCCC51-MO","Packaging Material","Regular","","","",""
"STIC-BRPDMCCN10-MO","Packaging Material","Regular","","","",""
"STIC-BRPDMCCN30-MO","Packaging Material","Regular","","","",""
"STIC-BRPDMCCN50-MO","Packaging Material","Regular","","","",""
"STIC-BRPDMCCW22-MO","Packaging Material","Regular","","","",""
"STIC-BRPDMCCW42-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPC21R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPC62R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPN10R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPN20R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPN30R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPN40R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPN50R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPW22R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPW30R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPW33R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPW41R0-MO","Packaging Material","Regular","","","",""
"STIC-BRPMPW42R0-MO","Packaging Material","Regular","","","",""
"STIC-BOTSBSOL15-R1PP","Packaging Material","Regular","","","",""
"STIC-BTSBSOR2-W150","Packaging Material","Regular","","","",""
"STIC-BTSBSO2R2-W240","Packaging Material","Regular","","","",""
"STIC-BTSBSPFR2-W150","Packaging Material","Regular","","","",""
"STIC-BOTSBSST15-R1PP","Packaging Material","Regular","","","",""
"STIC-BTSBSSR2-W150","Packaging Material","Regular","","","",""
"STIC-BOTSLCR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSLLR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSLMR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM01R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM02R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM03R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM04R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM05R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM06R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM07R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM08R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM09R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM10R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM11R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSM12R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BSRL13R0-E","Packaging Material","Regular","","","",""
"STIC-BSRL14R0-E","Packaging Material","Regular","","","",""
"STIC-BSRL15R0-E","Packaging Material","Regular","","","",""
"STIC-BSRL16R0-E","Packaging Material","Regular","","","",""
"STIC-BSRL17R0-E","Packaging Material","Regular","","","",""
"STIC-BOTSRL1R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL10R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL11R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL12R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL2R1-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL3R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL4R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL5R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL6R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL7R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL8R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRL9R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTSRLSR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BSSTP1RR2-MO","Packaging Material","Regular","","","",""
"STIC-BSSTP2RR2-MO","Packaging Material","Regular","","","",""
"STIC-BSSTP3RR2-MO","Packaging Material","Regular","","","",""
"STIC-BSSTP4RR2-MO","Packaging Material","Regular","","","",""
"STIC-BSSTP5RR2-MO","Packaging Material","Regular","","","",""
"STIC-BSSTP6RR2-MO","Packaging Material","Regular","","","",""
"STIC-BSSTP7RR2-MO","Packaging Material","Regular","","","",""
"STIC-BTSFLPRR1-E","Packaging Material","Regular","","","",""
"STIC-BTSPBRR2-MOPSM","Packaging Material","Regular","","","",""
"STIC-BTSPCRR2-MOPSM","Packaging Material","Regular","","","",""
"STIC-BTSPGRR2-MOPSM","Packaging Material","Regular","","","",""
"STIC-BTSPQRR2-MOPSM","Packaging Material","Regular","","","",""
"STIC-BSAC11R0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC11RR0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC22R0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC22RR0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC32R0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC32RR0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC33R0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC33RR0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC43R0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC43RR0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC52R0-IP","Packaging Material","Regular","","","",""
"STIC-BSAC52RR0-IP","Packaging Material","Regular","","","",""
"STIC-BSCC10R0-IP","Packaging Material","Regular","","","",""
"STIC-BSCC20R0-IP","Packaging Material","Regular","","","",""
"STIC-BSCC30R0-IP","Packaging Material","Regular","","","",""
"STIC-BSCC40R0-IP","Packaging Material","Regular","","","",""
"STIC-BSBSSR3-W150","Packaging Material","Regular","","","",""
"STIC-BOTSPGR1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BOTSPSR1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BOTTSEBR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BTIML1R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML2R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML3R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML4R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML5R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML6R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML7R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML8R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML9R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML10R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML11R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML12R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML13R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML14R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML15R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTIML16R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL1R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL2R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL3R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL4R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL5R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL6R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL7R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL8R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL9R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL10R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL11R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL12R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL13R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL14R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL15R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL16R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL17R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL18R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTTLL19R0-WCNF","Packaging Material","Regular","","","",""
"STIC-BTSESMR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSESPR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMBCR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMDYR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMFLR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMHZR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMMVR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMMGR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMPYR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMPTR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMPRR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMSNR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMVLR0-MO","Packaging Material","Regular","","","",""
"STIC-BTSIMWLR0-MO","Packaging Material","Regular","","","",""
"STIC-BOTW101R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW102R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW103R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW104R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW105R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW106R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW107R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW108R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW109R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW111R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW112R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW113R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW114R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW115R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW116R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW117R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW118R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTW119R0-ECNF","Packaging Material","Regular","","","",""
"STIC-BWLS01R0-E","Packaging Material","Regular","","","",""
"STIC-BWLS02R0-E","Packaging Material","Regular","","","",""
"STIC-BWLS03R0-E","Packaging Material","Regular","","","",""
"STIC-BWLS04R0-E","Packaging Material","Regular","","","",""
"STIC-BLLR1-WPP","Packaging Material","Regular","","","",""
"STIC-BGKIT-OMG","Packaging Material","Regular","","","",""
"STIC-BCDPBSSMR0-W","Packaging Material","Regular","","","",""
"STIC-BCSD-W","Packaging Material","Regular","","","",""
"STIC-BCSG-W","Packaging Material","Regular","","","",""
"STIC-BCSW-W","Packaging Material","Regular","","","",""
"STIC-BCRYSR-W","Packaging Material","Regular","","","",""
"STIC-BUGPELR0-W","Packaging Material","Regular","","","",""
"STIC-BGPWSR0-W","Packaging Material","Regular","","","",""
"STIC-BIPR-W","Packaging Material","Regular","","","",""
"STIC-BLASSMR0-W","Packaging Material","Regular","","","",""
"STIC-BNFSHTS10R1-W","Packaging Material","Regular","","","",""
"STIC-BNFSHTS10-W","Packaging Material","Regular","","","",""
"STIC-BNFSLWFF5-W","Packaging Material","Regular","","","",""
"STIC-BNFSPBSPF28-W","Packaging Material","Regular","","","",""
"STIC-BNDASD-W","Packaging Material","Regular","","","",""
"STIC-BNDASG-W","Packaging Material","Regular","","","",""
"STIC-BUWCDLR0-W","Packaging Material","Regular","","","",""
"STIC-BUWCDNR0-W","Packaging Material","Regular","","","",""
"STIC-BWSSW-W","Packaging Material","Regular","","","",""
"STIC-CEOBBLBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOBGBBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOBRABR0-B","Packaging Material","Regular","","","",""
"STIC-CEOBRBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOBSUBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOBTTBBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSCBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSER0-B","Packaging Material","Regular","","","",""
"STIC-CEOBHFBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSLVR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSLR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSLGR0-B","Packaging Material","Regular","","","",""
"STIC-CEOBMBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSOR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSPR0-B","Packaging Material","Regular","","","",""
"STIC-CEOBSEBR0-B","Packaging Material","Regular","","","",""
"STIC-CEOSTTR0-B","Packaging Material","Regular","","","",""
"STIC-BTCMR1-MOMSF","Packaging Material","Regular","","","",""
"STIC-CPA4-UC","Packaging Material","Regular","","","",""
"STIC-CBSSR0-IXCOC","Packaging Material","Regular","","","",""
"STIC-COVBSCKR1-EPPW","Packaging Material","Regular","","","",""
"STIC-COVBSCPR0-EPPW","Packaging Material","Regular","","","",""
"STIC-COVBSCPR1-EPPW","Packaging Material","Regular","","","",""
"STIC-COVBSCWR1-EPPW","Packaging Material","Regular","","","",""
"STIC-COCBBLG15-R2PP","Packaging Material","Regular","","","",""
"STIC-COVCBBLG50-R1PP","Packaging Material","Regular","","","",""
"STIC-COCBBLG50-R2PP","Packaging Material","Regular","","","",""
"STIC-COVCBBMP15-R1PP","Packaging Material","Regular","","","",""
"STIC-COCBBMP15-R2PP","Packaging Material","Regular","","","",""
"STIC-COVCBBMP50-R1PP","Packaging Material","Regular","","","",""
